train_metrics/feature_std_step,train_metrics/ijepa_loss_trunk_step,train_metrics/ctx_loss_trunk_step,train_metrics/ijepa_loss_final_step,train_metrics/ctx_loss_final_step,train_metrics/loss_step,train_metrics/lr,train_metrics/wd,epoch,step,val_metrics/feature_std,val_metrics/ijepa_loss_trunk,val_metrics/ctx_loss_trunk,val_metrics/ijepa_loss_final,val_metrics/ctx_loss_final,val_metrics/loss,train_metrics/feature_std_epoch,train_metrics/ijepa_loss_trunk_epoch,train_metrics/ctx_loss_trunk_epoch,train_metrics/ijepa_loss_final_epoch,train_metrics/ctx_loss_final_epoch,train_metrics/loss_epoch
0.1370932161808014,0.33303534984588623,0.0924605056643486,0.027759123593568802,0.016291912645101547,0.41517066955566406,0.0010891186586620152,0.009999999776482582,77,45899,,,,,,,,,,,,
0.13696172833442688,0.34851840138435364,0.09455277025699615,0.031213287264108658,0.021347083151340485,0.4376816153526306,0.0010881958915600883,0.009999999776482582,77,45949,,,,,,,,,,,,
0.13806703686714172,0.19925609230995178,0.1676027923822403,0.0302306916564703,0.028399039059877396,0.3274877071380615,0.001087272481929942,0.009999999776482582,77,45999,,,,,,,,,,,,
0.1383904218673706,0.20008891820907593,0.16983705759048462,0.027635017409920692,0.0260197464376688,0.3256523311138153,0.0010863484315298338,0.009999999776482582,77,46049,,,,,,,,,,,,
0.13725492358207703,0.32320311665534973,0.08812680840492249,0.02845238521695137,0.019870702177286148,0.40565428137779236,0.0010854237421192411,0.009999999776482582,77,46099,,,,,,,,,,,,
0.14002558588981628,0.20335814356803894,0.1715899407863617,0.02921973541378975,0.027289001271128654,0.33201733231544495,0.0010844984154588587,0.009999999776482582,77,46149,,,,,,,,,,,,
0.13827809691429138,0.3361946642398834,0.09024319052696228,0.03050275519490242,0.019615620374679565,0.4216268062591553,0.0010835724533105931,0.009999999776482582,77,46199,,,,,,,,,,,,
0.13934096693992615,0.3255658745765686,0.09820842742919922,0.02832438237965107,0.018705442547798157,0.4123471975326538,0.001082645857437563,0.009999999776482582,77,46249,,,,,,,,,,,,
0.13999885320663452,0.3115971088409424,0.08697321265935898,0.02902642823755741,0.018508046865463257,0.39336416125297546,0.0010817186296040923,0.009999999776482582,77,46299,,,,,,,,,,,,
0.1378195434808731,0.2053918093442917,0.17326614260673523,0.02654983289539814,0.024685267359018326,0.3309173583984375,0.0010807907715757086,0.009999999776482582,77,46349,,,,,,,,,,,,
